# Exact Steane Clifford-generator and ghost-Gaussian certificate; generator checks plus GL6 elementary ghost moves.
n,steane_stabilizer_generators,standard_clifford_generator_gates,hadamard_generator_gates,phase_generator_gates,cnot_generator_gates,generator_image_rows,all_generator_images_rank_six,rank_six_gate_count,all_generator_images_isotropic,isotropic_gate_count,negative_signed_images_from_steane_generators,transported_presentation_chain_map,theorem_extends_to_all_clifford_words_by_generation,signed_pauli_convention,elementary_gl6_ghost_generators,row_swap_ghost_generators,row_shear_ghost_generators,shear_projector_identities_checked,shear_projector_identities_hold,presentation_change_requires_operator_coefficients,zero_syndrome_shear_reduces_to_scalar_exterior_gl,no_bogoliubov_mixing_needed
7,6,56,7,7,42,336,true,56,true,56,0,U_tensor_identity_on_ghosts,true,signed_W(x;z)=sign*i^(x_dot_z)*X^x*Z^z,45,15,30,1920,true,true,true,true
