# Algebraic chain-complex certificate: validates partial_1 partial_2=0 and identifies boundary-map supports with ghost-supercharge checks.
k,nvertices,nedges,nfaces,boundary_square_zero,star_masks_match_boundary_one,plaquette_masks_match_boundary_two,rank_boundary_one,rank_boundary_two,h1_dim,code_dim_from_h1_exact,cellular_supercharge_square_zero,cellular_middle_cohomology_dim,cellular_middle_cohomology_basis_count_exact,cochain_cocycle_count_exact,cochain_coboundary_count_exact,css_commutation_from_boundary,ghost_checks_from_chain_complex
4,16,32,16,true,true,true,15,15,2,4,true,2,4,131072,32768,true,true
