# Exact Steane Clifford/Koszul morphism certificate for transversal H and P.
n,stabilizer_generators,hadamard_maps_l_to_l,hadamard_image_rank,hadamard_generator_permutation,hadamard_exact_same_q_after_ghost_swap,hadamard_logical_x_image,hadamard_logical_z_image,hadamard_code_action,phase_maps_l_to_l,phase_image_rank,phase_generator_basis_change,phase_chain_isomorphism_to_image_presentation,phase_same_q_only_after_homotopy_retract,phase_logical_x_image,phase_logical_z_image,nonzero_syndrome_blocks,nonzero_syndrome_blocks_contractible,zero_syndrome_cohomology_dim_by_degree,physical_h0_dim,full_cohomology_dim
7,6,true,6,X1->Z1;X2->Z2;X3->Z3;Z1->X1;Z2->X2;Z3->X3,true,Zbar,Xbar,H|0bar>=(|0bar>+|1bar>)/sqrt2;H|1bar>=(|0bar>-|1bar>)/sqrt2,true,6,Xi->Xi+Zi;Zi->Zi,true,true,Xbar+Zbar,Zbar,63,true,2;12;30;40;30;12;2,2,128
